Method,Conditioning,m,NLML,logdetK,quad,relErr_alpha,relErr_logdet,relErr_quad,RMSE,Rep,Seed,ExactRMSE
nlml_vecchia_fullMF,MinMax,20,389.980034496767,-15.9845675860014,281.33905798492,0.23604911038483,0.541975188182679,0.00478242504350518,NaN,14,12358,1.1495218040594
nlml_vecchia_fullMF,MinMax,30,384.759369566369,-25.7465847388756,280.659745276997,0.183561097573526,0.262252509083223,0.00235630804816797,NaN,14,12358,1.1495218040594
nlml_vecchia_fullMF,MinMax,40,382.469328939727,-28.5398546685994,278.872933953437,0.149431488119213,0.182213626139831,0.00402516144149571,NaN,14,12358,1.1495218040594
nlml_vecchia_fullMF,MinMax,60,378.588500003134,-32.668436668122,275.239858079774,0.109774601589533,0.0639124595158575,0.0170004333886345,NaN,14,12358,1.1495218040594
nlml_vecchia_fullMF,Corr,10,384.910545370754,-17.7287531925851,272.944265339476,0.284746217784204,0.491996965128988,0.0251989795024569,NaN,14,12358,1.1495218040594
nlml_vecchia_fullMF,Corr,20,379.705228404504,-30.1294057070324,274.934283921424,0.160884210857614,0.136666331142003,0.0180917697500217,NaN,14,12358,1.1495218040594
nlml_vecchia_fullMF,Corr,30,379.089571455397,-32.5809795590279,276.154543875204,0.111443464751896,0.0664184720006752,0.0137336981607996,NaN,14,12358,1.1495218040594
nlml_vecchia_fullMF,Corr,40,379.044533155348,-33.7124102074868,277.195897923566,0.092588070353083,0.0339982449875549,0.0100145762815413,NaN,14,12358,1.1495218040594
nlml_vecchia_fullMF,Corr,60,379.978737618446,-34.5686842710541,279.920580913329,0.0512752889743443,0.00946240660973543,0.000283564876522904,NaN,14,12358,1.1495218040594
nlml_vecchia_fullMF,MinMax,10,396.620094012086,10.9104679897976,267.724141439759,0.368541367351767,1.29426841305034,0.0438423090210118,NaN,15,12359,1.03476152843091
nlml_vecchia_fullMF,MinMax,20,396.023425751452,-7.06331479474056,284.504587703029,0.296894740217784,0.809493924782425,0.0160878588988489,NaN,15,12359,1.03476152843091
nlml_vecchia_fullMF,MinMax,30,384.533080764443,-19.2227900578372,273.683372992107,0.2388478371574,0.481538286899401,0.0225593382345132,NaN,15,12359,1.03476152843091
nlml_vecchia_fullMF,MinMax,40,385.381467240141,-23.6204536777462,279.777809563412,0.179045406984387,0.362928022356215,0.000793492358608482,NaN,15,12359,1.03476152843091
nlml_vecchia_fullMF,MinMax,60,379.923234295281,-32.0767476284857,277.31763762443,0.143818349154568,0.13485162787907,0.00957982110706687,NaN,15,12359,1.03476152843091
nlml_vecchia_fullMF,Corr,10,392.004347274043,-9.00231904480518,278.405434998274,0.321620375967373,0.75719665356565,0.00569483031156339,NaN,15,12359,1.03476152843091
nlml_vecchia_fullMF,Corr,20,381.22746433271,-22.8761616832562,270.72551175406,0.242555973494088,0.383002470516409,0.0331231288452451,NaN,15,12359,1.03476152843091
nlml_vecchia_fullMF,Corr,30,380.419170148822,-27.0222802062882,273.255041909315,0.207873996365514,0.271176679062536,0.0240890921703917,NaN,15,12359,1.03476152843091
nlml_vecchia_fullMF,Corr,40,382.337569201534,-29.740126252705,279.809686061157,0.174056778788322,0.197873110073369,0.00067964771868904,NaN,15,12359,1.03476152843091
nlml_vecchia_fullMF,Corr,60,382.900203585722,-32.2629643903501,283.457792967178,0.158702935008856,0.129829138371887,0.0123493061027599,NaN,15,12359,1.03476152843091
nlml_vecchia_fullMF,MinMax,10,416.856734694968,35.3327587500842,283.775132045235,0.251518279951019,0.624421854687801,0.0134826418649999,NaN,16,12360,0.922454491562895
nlml_vecchia_fullMF,MinMax,20,414.784263116374,29.9691188700535,284.993828768078,0.178238185708251,0.377828773648635,0.0178351302786127,NaN,16,12360,0.922454491562895
nlml_vecchia_fullMF,MinMax,30,411.999537520751,26.3769715290168,283.016524917868,0.120083015309727,0.212679975409811,0.0107733306225347,NaN,16,12360,0.922454491562895
nlml_vecchia_fullMF,MinMax,40,411.576047053912,24.8077558906548,283.738759622553,0.0987612792910652,0.140535363218523,0.0133527403519042,NaN,16,12360,0.922454491562895
nlml_vecchia_fullMF,MinMax,60,408.128006434942,22.5255348388625,279.124899436405,0.0505653459873622,0.0356103620324469,0.00312533218726041,NaN,16,12360,0.922454491562895
nlml_vecchia_fullMF,Corr,10,412.206590171566,29.2583460568196,280.549255691696,0.186230256272113,0.34515102833863,0.00196165457639483,NaN,16,12360,0.922454491562895
nlml_vecchia_fullMF,Corr,20,411.532445904463,24.7972250530404,283.662088161268,0.126171809899628,0.140051208474479,0.013078913697052,NaN,16,12360,0.922454491562895
nlml_vecchia_fullMF,Corr,30,408.188280117069,22.829038183702,278.94194345582,0.0843273022216038,0.049563913460889,0.00377874642131264,NaN,16,12360,0.922454491562895
nlml_vecchia_fullMF,Corr,40,408.521824104633,22.3275391670416,280.110530447609,0.0583647807192685,0.0265075207084916,0.000394778662266736,NaN,16,12360,0.922454491562895
nlml_vecchia_fullMF,Corr,60,407.778574489231,21.9232488847429,279.028321499102,0.0335288635197866,0.00792029476190947,0.00347025340124709,NaN,16,12360,0.922454491562895
nlml_vecchia_fullMF,MinMax,10,441.386564713777,82.4056878953784,285.761862937559,0.370506551434637,1.09586803381193,0.0205780716791294,NaN,17,12361,0.91918635421761
nlml_vecchia_fullMF,MinMax,20,432.611280501171,62.4997682959705,288.117214111755,0.271317332770912,0.589590110072045,0.0289900400739946,NaN,17,12361,0.91918635421761
nlml_vecchia_fullMF,MinMax,30,426.632129681032,49.2388535418111,289.419827225636,0.206028144127949,0.25231815661619,0.0336422297197447,NaN,17,12361,0.91918635421761
nlml_vecchia_fullMF,MinMax,40,423.921981637637,46.2144258606492,287.023958820008,0.155875695548406,0.175396266156748,0.0250855569283623,NaN,17,12361,0.91918635421761
nlml_vecchia_fullMF,MinMax,60,421.560373824513,42.5112285766207,286.00394047779,0.118175932022654,0.0812108645331593,0.0214426343141352,NaN,17,12361,0.91918635421761
nlml_vecchia_fullMF,Corr,10,429.083815090725,53.4520036300019,290.110047956831,0.275676417800132,0.359473461268239,0.0361073037349912,NaN,17,12361,0.91918635421761
nlml_vecchia_fullMF,Corr,20,422.683209429273,44.675254286632,286.085585977297,0.174510152007969,0.136249690441852,0.0217342253808794,NaN,17,12361,0.91918635421761
nlml_vecchia_fullMF,Corr,30,419.685793471601,42.1298148866219,282.636193461963,0.126002632596302,0.0715101656986125,0.00941496652115879,NaN,17,12361,0.91918635421761
nlml_vecchia_fullMF,Corr,40,419.110615863751,40.7888296217726,282.826823511113,0.0869433783901259,0.0374041686225517,0.010095788118434,NaN,17,12361,0.91918635421761
