Method,Conditioning,m,NLML,logdetK,quad,relErr_alpha,relErr_logdet,relErr_quad,RMSE,Rep,Seed,ExactRMSE
nlml_vecchia_fullMF,Corr,60,417.06626670878,39.7595807761352,279.767374046808,0.0540575588599146,0.0112267310026141,0.000830817001586256,NaN,17,12361,0.91918635421761
nlml_vecchia_fullMF,MinMax,10,412.354538354034,17.742772263033,292.360725850418,0.394585436663808,1.75867187779148,0.0441453478539622,NaN,18,12362,1.17176887743815
nlml_vecchia_fullMF,MinMax,20,399.701156926014,-0.392052708114193,285.188787965525,0.302986914597134,0.983236026487363,0.0185312864719944,NaN,18,12362,1.17176887743815
nlml_vecchia_fullMF,MinMax,30,395.380315801866,-13.186807948788,289.341860957904,0.227913139082924,0.436138828799217,0.0333636885727782,NaN,18,12362,1.17176887743815
nlml_vecchia_fullMF,MinMax,40,394.506574695752,-16.0068233641736,290.41439416106,0.183764247956358,0.315556410286804,0.0371941639255717,NaN,18,12362,1.17176887743815
nlml_vecchia_fullMF,MinMax,60,387.724574610423,-20.5678658460655,281.411436472295,0.116822224041835,0.120528563841789,0.00504074673758735,NaN,18,12362,1.17176887743815
nlml_vecchia_fullMF,Corr,10,401.537411942587,-5.99295428431719,294.462199574874,0.276758747118429,0.743744336398072,0.0516506104252083,NaN,18,12362,1.17176887743815
nlml_vecchia_fullMF,Corr,20,389.73204326809,-18.6452811284126,283.503789069975,0.166435489922544,0.202737304185816,0.0125134338592366,NaN,18,12362,1.17176887743815
nlml_vecchia_fullMF,Corr,30,388.14056569735,-21.0173008816923,282.692853681775,0.111196622026023,0.101310951319381,0.00961723632607973,NaN,18,12362,1.17176887743815
nlml_vecchia_fullMF,Corr,40,387.09267983816,-22.1635788294703,281.743359911173,0.0791331289571362,0.0522966918666122,0.00622618747536338,NaN,18,12362,1.17176887743815
nlml_vecchia_fullMF,Corr,60,386.041993834584,-23.0708640590852,280.549273133637,0.0453378607066465,0.0135016389492898,0.00196159225631773,NaN,18,12362,1.17176887743815
nlml_vecchia_fullMF,MinMax,10,403.265833129016,6.69038146222351,285.235706201192,0.389177237919361,1.15615768827744,0.0186988524444766,NaN,19,12363,0.898047289599166
nlml_vecchia_fullMF,MinMax,20,389.010416985847,-13.3098833210768,276.725138698155,0.321328924862859,0.689338997724196,0.0116960285627431,NaN,19,12363,0.898047289599166
nlml_vecchia_fullMF,MinMax,30,388.411377355093,-29.4800412691951,291.697217384764,0.235151221649091,0.311917396502067,0.0417756758738628,NaN,19,12363,0.898047289599166
nlml_vecchia_fullMF,MinMax,40,385.585019443333,-33.1955060203136,289.759966312363,0.182896239630482,0.225196125123596,0.0348569227113132,NaN,19,12363,0.898047289599166
nlml_vecchia_fullMF,MinMax,60,380.568818408323,-38.2740240692696,284.8060822913,0.146335793829915,0.10666033716022,0.0171644814857384,NaN,19,12363,0.898047289599166
nlml_vecchia_fullMF,Corr,10,384.25664270908,-23.3295399357237,277.237246759268,0.305043554425757,0.455473944870089,0.00986707137806547,NaN,19,12363,0.898047289599166
nlml_vecchia_fullMF,Corr,20,377.740824243842,-36.8292052074538,277.705275100521,0.183447665976642,0.140383313154149,0.00819554174912961,NaN,19,12363,0.898047289599166
nlml_vecchia_fullMF,Corr,30,378.388917403387,-39.9015881820146,282.073844394171,0.13073634022596,0.0686719726992909,0.0074064899373487,NaN,19,12363,0.898047289599166
nlml_vecchia_fullMF,Corr,40,378.067142687172,-41.2081305412772,282.736837321004,0.0927868187212411,0.0381764567692939,0.00977432159046773,NaN,19,12363,0.898047289599166
nlml_vecchia_fullMF,Corr,60,376.996588064458,-42.3441949390191,281.731792473318,0.0539414540436584,0.0116600030980965,0.00618487605215217,NaN,19,12363,0.898047289599166
nlml_vecchia_fullMF,MinMax,10,406.384388369358,34.8663080039116,263.296890140187,0.44885589340898,2.90575603705599,0.0596540744575747,NaN,20,12364,1.1807597122217
nlml_vecchia_fullMF,MinMax,20,397.42598273695,12.8459244050964,267.400462474187,0.342560232697499,1.70214483230719,0.0449984607038733,NaN,20,12364,1.1807597122217
nlml_vecchia_fullMF,MinMax,30,396.234092905896,-3.68386745383327,281.546474671009,0.252882594264628,0.798643646494799,0.00552300548158933,NaN,20,12364,1.1807597122217
nlml_vecchia_fullMF,MinMax,40,394.309201952704,-7.53453710832997,281.547362419121,0.223359122797229,0.588170058641961,0.00552617601018641,NaN,20,12364,1.1807597122217
nlml_vecchia_fullMF,MinMax,60,393.396419581402,-14.0166576862427,286.203918254429,0.145500586414669,0.233864107381043,0.0221567306075523,NaN,20,12364,1.1807597122217
nlml_vecchia_fullMF,Corr,10,395.002168013729,3.14899910622148,272.249758326621,0.314667502366279,1.17212100738318,0.0276795489835034,NaN,20,12364,1.1807597122217
nlml_vecchia_fullMF,Corr,20,393.402855397774,-10.5349177065195,282.73504990745,0.208834954684286,0.424172383929059,0.00976791654070973,NaN,20,12364,1.1807597122217
nlml_vecchia_fullMF,Corr,30,393.962241104404,-14.4771899509731,287.796093565165,0.158880806745601,0.208691894031966,0.0278430703337917,NaN,20,12364,1.1807597122217
nlml_vecchia_fullMF,Corr,40,390.384914677883,-16.1702409967118,282.334491757861,0.117893440635842,0.116151489378325,0.0083373518891172,NaN,20,12364,1.1807597122217
nlml_vecchia_fullMF,Corr,60,389.474818090325,-17.6157744693204,281.959832055354,0.0601305294276738,0.0371401371617018,0.00699928168050196,NaN,20,12364,1.1807597122217
