Conditioning,m,NLML,logdetK,quad,relErr_alpha,relErr_logdet,relErr_quad,RMSE,Rep,Seed,ExactRMSE
MinMax,20,404.947516780664,0.290087444139999,294.999367522571,0.269379817000939,1.02072181190904,0.053569072224792,1.03359176027311,9,12353,1.04189425815503
MinMax,30,398.703660518736,-6.93266572302446,289.73440816588,0.207019421669777,0.504778996668879,0.0347656476909912,1.16494730977785,9,12353,1.04189425815503
MinMax,40,394.087901180057,-9.2741149202601,282.844338685757,0.186880842289369,0.337522292389471,0.010158258967751,1.05655884131236,9,12353,1.04189425815503
MinMax,60,391.344633950635,-14.1448126911424,282.228501997796,0.105214645303468,0.0104061861188944,0.00795884242857068,1.1398180745498,9,12353,1.04189425815503
Corr,10,410.122526835033,18.8815242463572,286.757950829092,0.458467201957035,2.34876362935651,0.0241354439004809,1.28664929207787,9,12353,1.04189425815503
Corr,20,399.994338441286,-11.9385252901814,297.321623578137,0.260976371403288,0.147195507658444,0.0618628430842984,1.10531373023184,9,12353,1.04189425815503
Corr,30,392.822110798634,-13.6888054184515,284.727448421103,0.185245881277833,0.0221677743359282,0.0168836502573253,1.07247410373566,9,12353,1.04189425815503
Corr,40,393.446681154795,-14.5861389822261,286.873922697199,0.13486677513672,0.0419314402417068,0.0245496291053888,1.12202604861334,9,12353,1.04189425815503
Corr,60,391.053160294768,-14.9103776697142,282.411119664633,0.0729129037136094,0.0650927773884479,0.00861104832120201,1.09382661752709,9,12353,1.04189425815503
MinMax,10,417.520531694673,35.100886288581,285.334598506148,0.289168490635982,0.737515838390133,0.0190521693714036,1.32372096235479,10,12354,1.03323681618884
MinMax,20,417.213120680978,28.3607619738242,291.459900793516,0.228544554043141,0.403875466653472,0.0409282496528596,1.25395563867256,10,12354,1.03323681618884
MinMax,30,409.035967211419,24.163514130614,279.302841697607,0.17832745988761,0.196109071660789,0.002489819903802,1.06753058144424,10,12354,1.03323681618884
MinMax,40,408.523736323095,22.7867904372913,279.655103614283,0.160036845505302,0.127960387249555,0.00123174159064035,1.04298503636415,10,12354,1.03323681618884
MinMax,60,406.985389292764,20.0213091774306,279.34389081348,0.083928308090199,0.00893266582820433,0.00234321591396047,1.03138525642851,10,12354,1.03323681618884
